tld,has_rdap,ok_bases,bases,conformance,notes
hbo,True,1,https://rdap.nic.hbo/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.hbo/ OK 400
hdfc,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
hdfcbank,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
health,True,1,https://rdap.nic.health/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.health/ OK 400
healthcare,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
help,True,1,https://rdap.centralnic.com/help/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/help/ OK 200
helsinki,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
here,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
hermes,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
hiphop,True,1,https://rdap.registry.hiphop/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.hiphop/rdap/ OK 404
hisamitsu,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
hitachi,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
hiv,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
hk,False,0,,,No RDAP base in bootstrap
hkt,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
hm,False,0,,,No RDAP base in bootstrap
hn,True,1,https://rdap.nic.hn/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.hn/ OK 200
hockey,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
holdings,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
holiday,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
homedepot,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
homegoods,True,1,https://rdap.nic.homegoods/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.homegoods/ OK 400
homes,True,1,https://rdap.centralnic.com/homes/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/homes/ OK 200
homesense,True,1,https://rdap.nic.homesense/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.homesense/ OK 400
honda,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
horse,True,1,https://rdap.nic.horse/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.horse/ OK 400
hospital,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
host,True,1,https://rdap.centralnic.com/host/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/host/ OK 200
hosting,True,1,https://rdap.centralnic.com/hosting/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/hosting/ OK 200
hot,True,1,https://rdap.nominet.uk/hot/,,https://rdap.nominet.uk/hot/ JSON 404 (no rdapConformance)
hotels,True,1,https://rdap.nic.hotels/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.hotels/ OK 400
hotmail,True,1,https://rdap.nominet.uk/hotmail/,,https://rdap.nominet.uk/hotmail/ JSON 404 (no rdapConformance)
house,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
how,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
hr,False,0,,,No RDAP base in bootstrap
hsbc,True,1,https://rdap.nic.hsbc/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.hsbc/ OK 400
ht,True,1,https://rdap.nic.ht/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ht/ OK 200
hu,False,0,,,No RDAP base in bootstrap
hughes,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
hyatt,True,1,https://rdap.nic.hyatt/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.hyatt/ OK 400
hyundai,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
ibm,True,1,https://rdap.nic.ibm/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ibm/ OK 400
icbc,True,1,https://rdap.zdnsgtld.com/icbc/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/icbc/ OK 400
ice,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
icu,True,1,https://rdap.centralnic.com/icu/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/icu/ OK 200
id,True,1,https://rdap.pandi.id/rdap/,rdap_level_0,https://rdap.pandi.id/rdap/ OK 404
ie,False,0,,,No RDAP base in bootstrap
ieee,True,1,https://rdap.nominet.uk/ieee/,,https://rdap.nominet.uk/ieee/ JSON 404 (no rdapConformance)
ifm,True,1,https://rdap.nic.ifm/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ifm/help OK 200
ikano,True,1,https://rdap.nic.ikano/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0,redacted",https://rdap.nic.ikano/v1/help OK 200
il,False,0,,,No RDAP base in bootstrap
im,False,0,,,No RDAP base in bootstrap
imamat,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
imdb,True,1,https://rdap.nominet.uk/imdb/,,https://rdap.nominet.uk/imdb/ JSON 404 (no rdapConformance)
immo,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
immobilien,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
in,True,1,https://rdap.nixiregistry.in/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nixiregistry.in/rdap/ OK 404
inc,True,1,https://rdap.centralnic.com/inc/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/inc/ OK 200
industries,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
infiniti,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
info,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ing,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
ink,True,1,https://rdap.nic.ink/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ink/ OK 400
institute,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
insurance,True,1,https://rdap.nic.insurance/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.insurance/ OK 400
insure,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
int,True,1,https://rdap.iana.org/,rdap_level_0,https://rdap.iana.org/ OK 200
international,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
intuit,True,1,https://rdap.nic.intuit/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.intuit/ OK 400
investments,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
io,False,0,,,No RDAP base in bootstrap
ipiranga,True,1,https://rdap.nic.ipiranga/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ipiranga/ OK 400
iq,False,0,,,No RDAP base in bootstrap
ir,False,0,,,No RDAP base in bootstrap
irish,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
is,True,1,https://rdap.isnic.is/rdap/,rdap_level_0,https://rdap.isnic.is/rdap/help OK 200
ismaili,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ist,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
istanbul,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
it,False,0,,,No RDAP base in bootstrap
itau,True,1,https://rdap.nic.itau/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.itau/ OK 400
itv,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jaguar,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
java,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jcb,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
je,False,0,,,No RDAP base in bootstrap
jeep,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jetzt,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jewelry,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jio,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jll,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
jm,False,0,,,No RDAP base in bootstrap
jmp,True,1,https://rdap.nic.jmp/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.jmp/ OK 400
jnj,True,1,https://rdap.centralnicregistry.com/jnj/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnicregistry.com/jnj/ OK 200
jo,False,0,,,No RDAP base in bootstrap
jobs,True,1,https://rdap.nominet.uk/jobs/,,https://rdap.nominet.uk/jobs/ JSON 404 (no rdapConformance)
joburg,True,1,https://rdap.nic.joburg/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.joburg/rdap/ OK 404
jot,True,1,https://rdap.nominet.uk/jot/,,https://rdap.nominet.uk/jot/ JSON 404 (no rdapConformance)
joy,True,1,https://rdap.nominet.uk/joy/,,https://rdap.nominet.uk/joy/ JSON 404 (no rdapConformance)
jp,False,0,,,No RDAP base in bootstrap
jpmorgan,True,1,https://rdap.nic.jpmorgan/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.jpmorgan/ OK 400
jprs,True,1,https://rdap.nic.jprs/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.jprs/rdap/ OK 400
juegos,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
